,resto_id,resto_name,url,kota,rating,avg_price,min_price,max_price,std_price,preferred,open_time,close_time,length_time,dishes_list
10,11,bittersweet by najla kebon kelapa,https://food.grab.com/id/id/restaurant/bittersweet-by-najla-kebon-kelapa-delivery/6-C3CEN7JBSBTFJT?,Jakarta,4.9,63086.09271523179,15000.0,350000.0,63549.5260164744,1,7.0,22.9,15.9,['Roti & Kue']
11,12,sengkoeloen cikini,https://food.grab.com/id/id/restaurant/sengkoeloen-cikini-delivery/6-C3LYGJ63CEC3WE?,Jakarta,4.8,46518.68686868687,4800.0,200000.0,37277.38000305075,1,8.0,20.0,12.0,"['Roti & Kue', 'Minuman', 'Pencuci Mulut']"
12,13,martabak pecenongan 78 kwitang kembang raya,https://food.grab.com/id/id/restaurant/martabak-pecenongan-78-kwitang-kembang-raya-delivery/6-CZDYNRMVVB5DAX?,Jakarta,4.8,110272.0,40000.0,202000.0,38301.20123442606,1,8.0,23.0,15.0,"['Martabak', 'Asli Indonesia 🇮🇩', 'Roti & Kue', 'Sarapan', 'Cemilan']"
13,14,bronuts bungur,https://food.grab.com/id/id/restaurant/bronuts-bungur-delivery/6-CZNGCU32FBTAPE?,Jakarta,4.9,103143.75,5000.0,375000.0,103658.29964811068,1,8.0,20.0,12.0,['Roti & Kue']
14,15,roti srikaya devarliss cikini,https://food.grab.com/id/id/restaurant/roti-srikaya-devarliss-cikini-delivery/6-C2EUELMTJ2LEJT?,Jakarta,4.8,29117.647058823528,5000.0,50000.0,18489.68664176672,1,8.0,23.0,15.0,['Roti & Kue']
15,16,martabak pizza orins gondangdia,https://food.grab.com/id/id/restaurant/martabak-pizza-orins-gondangdia-delivery/IDGFSTI000036eo?,Jakarta,4.8,133555.1,0.0,320000.0,61437.53920934659,1,10.0,22.0,12.0,"['Martabak', 'Asli Indonesia 🇮🇩', 'Roti & Kue', 'Kopi', 'Cemilan']"
16,17,jakartacheesefactoryxdifabis menteng,https://food.grab.com/id/id/restaurant/jakartacheesefactoryxdifabis-menteng-delivery/6-C3VVAYCUR8ACBA?,Jakarta,4.7,49700.0,39000.0,56500.0,5265.611708687478,1,10.0,21.0,11.0,['Roti & Kue']
17,18,holland bakery spbu abdul muis,https://food.grab.com/id/id/restaurant/holland-bakery-spbu-abdul-muis-delivery/6-CYLELYBGEVADMA?,Jakarta,4.8,154041.17647058822,0.0,1166000.0,236948.963909479,1,7.0,21.0,14.0,['Roti & Kue']
18,19,siliwangi bolu kukus stasiun tanah abang,https://food.grab.com/id/id/restaurant/siliwangi-bolu-kukus-stasiun-tanah-abang-delivery/6-C3XBGETAGUJ3CN?,Jakarta,,,,,,0,10.0,21.0,11.0,
19,20,starbucks tanah abang,https://food.grab.com/id/id/restaurant/starbucks-tanah-abang-delivery/6-CZCZLJ5FRCN3WE?,Jakarta,4.9,86217.0542635659,22000.0,495000.0,75981.15956193944,1,10.0,21.0,11.0,"['Kopi', 'Minuman', 'Roti & Kue', 'Sarapan']"
20,21,premium roti bakar krukut,https://food.grab.com/id/id/restaurant/premium-roti-bakar-krukut-delivery/6-CZN1E8JDEK63RX?,Jakarta,4.8,34402.17391304348,3500.0,99500.0,18435.144710348584,1,10.0,23.5,13.5,['Roti & Kue']
21,22,sengkoeloen yellow bee tanah abang,https://food.grab.com/id/id/restaurant/sengkoeloen-yellow-bee-tanah-abang-delivery/6-C32HNAUZVEXTG6?,Jakarta,4.8,47572.794117647056,4800.0,200000.0,38851.82109614714,1,9.0,20.0,11.0,"['Roti & Kue', 'Minuman', 'Pencuci Mulut']"
22,23,point coffee indomaret juanda raya tzut,https://food.grab.com/id/id/restaurant/point-coffee-indomaret-juanda-raya-tzut-delivery/6-CZD2A3U3JA31RE?,Jakarta,4.8,36436.69822485207,0.0,350000.0,41778.21651465771,1,7.0,21.0,14.0,"['Kopi', 'Minuman', 'Roti & Kue', 'Cemilan']"
23,24,ponut donat kentang plaza indonesia,https://food.grab.com/id/id/restaurant/ponut-donat-kentang-plaza-indonesia-delivery/6-CZMGA74XNNXGAX?,Jakarta,4.9,101044.11764705884,5500.0,701500.0,174079.5767009959,1,10.0,21.0,11.0,['Roti & Kue']
24,25,krispy kreme harmoni exchange,https://food.grab.com/id/id/restaurant/krispy-kreme-harmoni-exchange-delivery/6-C35KN35XCA4HG2?,Jakarta,4.9,149512.8205128205,20000.0,324000.0,79412.22272223423,1,7.0,21.5,14.5,['Roti & Kue']
25,26,kibo cheese petojo selatan,https://food.grab.com/id/id/restaurant/kibo-cheese-petojo-selatan-delivery/6-C3CYCN6AE2CVNT?,Jakarta,4.9,109392.16666666669,1.0,465000.0,95722.03400236882,1,9.0,20.83333333333333,11.833333333333332,"['Roti & Kue', 'Pencuci Mulut']"
26,27,restoran beautika manado petojo selatan,https://food.grab.com/id/id/restaurant/restoran-beautika-manado-petojo-selatan-delivery/IDGFSTI0000343k?,Jakarta,4.8,60216.675,5500.0,196800.0,44219.58265937588,1,10.0,21.0,11.0,['Roti & Kue']
27,28,c bakes plaza indonesia,https://food.grab.com/id/id/restaurant/c-bakes-plaza-indonesia-delivery/6-C35THCJKEZJXRE?,Jakarta,5.0,41568.181818181816,6900.0,208100.0,40303.38792846572,1,10.0,21.5,11.5,['Roti & Kue']
28,29,kue macho mbak sri tanah tinggi,https://food.grab.com/id/id/restaurant/kue-macho-mbak-sri-tanah-tinggi-delivery/6-C2AGTBKUGFEFCA?,Jakarta,4.4,20989.473684210527,7000.0,250000.0,25676.733165236983,1,10.0,21.0,11.0,"['Roti & Kue', 'Cemilan', 'Minuman']"
29,30,potato donuts pasar baru,https://food.grab.com/id/id/restaurant/potato-donuts-pasar-baru-delivery/6-C3BFUEWFTAE3CJ?,Jakarta,4.3,16500.0,5000.0,68000.0,15216.29765369074,1,10.0,21.0,11.0,"['Roti & Kue', 'Pencuci Mulut', 'Cemilan']"
30,31,j co donuts coffee menteng central,https://food.grab.com/id/id/restaurant/j-co-donuts-coffee-menteng-central-delivery/IDGFSTI000000kx?,Jakarta,4.8,122520.06666666668,7000.0,1202000.0,205181.3269867953,1,8.0,22.0,14.0,"['Kopi', 'Roti & Kue', 'Sarapan']"
31,32,roti srikaya tet fai maphar,https://food.grab.com/id/id/restaurant/roti-srikaya-tet-fai-maphar-delivery/6-C2MDVZD3KAAHE2?,Jakarta,4.9,14000.0,3500.0,35000.0,14849.2424049175,1,8.0,20.0,12.0,['Roti & Kue']
32,33,rotiboy stasiun juanda,https://food.grab.com/id/id/restaurant/rotiboy-stasiun-juanda-delivery/6-C2VDRUJWGFMYNN?,Jakarta,4.8,22850.0,5500.0,85000.0,21014.340341776136,1,10.0,21.0,11.0,['Roti & Kue']
33,34,kopi soe x bonsoe budi kemuliaan,https://food.grab.com/id/id/restaurant/kopi-soe-x-bonsoe-budi-kemuliaan-delivery/6-C3E2FGC3RABBMA?,Jakarta,4.6,44361.64383561644,17600.0,154000.0,29394.578896978288,1,10.0,21.0,11.0,"['Roti & Kue', 'Cemilan', 'Sarapan']"
34,35,le chic bakehouse the boxx in pecenongan,https://food.grab.com/id/id/restaurant/le-chic-bakehouse-the-boxx-in-pecenongan-delivery/6-C26ULLMZKBVUNE?,Jakarta,4.8,113471.42857142857,2500.0,390000.0,115252.70017643484,1,10.0,21.0,11.0,['Roti & Kue']
35,36,kembang api snack indonesia kampung bali,https://food.grab.com/id/id/restaurant/kembang-api-snack-indonesia-kampung-bali-delivery/6-C36JR651CJ5WNN?,Jakarta,5.0,45000.0,12000.0,185000.0,47128.302781629245,1,10.0,21.0,11.0,"['Cemilan', 'Roti & Kue']"
36,37,toko kue dan bolu putra mahkota palmerah,https://food.grab.com/id/id/restaurant/toko-kue-dan-bolu-putra-mahkota-palmerah-delivery/6-C2BUNAKGCVECEN?,Jakarta,4.5,64441.17647058824,11000.0,218000.0,38154.63211141071,1,7.25,21.25,14.0,['Roti & Kue']
37,38,capital bakery cake maphar,https://food.grab.com/id/id/restaurant/capital-bakery-cake-maphar-delivery/6-C2DKVRDFCUL3VJ?,Jakarta,4.9,93022.5,2500.0,380000.0,104837.9737678576,1,6.0,22.0,16.0,['Roti & Kue']
38,39,xxi cafe djakarta teater,https://food.grab.com/id/id/restaurant/xxi-cafe-djakarta-teater-delivery/6-CZMKTCM3PGB2AA?,Jakarta,,,,,,0,10.0,21.0,11.0,
39,40,rokusku kebon kacang,https://food.grab.com/id/id/restaurant/rokusku-kebon-kacang-delivery/6-CY4GN3DWSFDZE2?,Jakarta,4.9,18280.0,5000.0,57000.0,10630.221070137724,1,9.0,20.0,11.0,['Roti & Kue']
40,41,brownies amanda garuda gunung sahari selatan,https://food.grab.com/id/id/restaurant/brownies-amanda-garuda-gunung-sahari-selatan-delivery/6-CYX2WCJDTTWWR6?,Jakarta,4.8,55410.71428571428,26000.0,125000.0,19938.097761495173,1,7.5,22.0,14.5,['Roti & Kue']
41,42,beard papa s st gambir,https://food.grab.com/id/id/restaurant/beard-papa-s-st-gambir-delivery/6-C36ZGT5TPEVFLJ?,Jakarta,4.7,29342.85714285714,23000.0,46000.0,7034.376232445336,1,5.0,21.0,16.0,"['Roti & Kue', 'Pencuci Mulut', 'Cepat Saji', 'Cemilan']"
42,43,roti o st gambir 4,https://food.grab.com/id/id/restaurant/roti-o-st-gambir-4-delivery/6-C333JFWJGJJTNA?,Jakarta,5.0,22964.285714285717,5000.0,41000.0,7835.278018848665,1,6.0,21.0,15.0,"['Cemilan', 'Cepat Saji', 'Roti & Kue', 'Kopi', 'Sarapan']"
43,44,roti bakar super premium galur,https://food.grab.com/id/id/restaurant/roti-bakar-super-premium-galur-delivery/6-C2LJNY5FC7KVLN?,Jakarta,4.8,46167.5,5000.0,165000.0,26807.2880715301,1,14.0,23.5,9.5,['Roti & Kue']
44,45,kerotian by roti eneng cikini,https://food.grab.com/id/id/restaurant/kerotian-by-roti-eneng-cikini-delivery/6-C33CVRMDV7JEAN?,Jakarta,,,,,,0,10.0,21.0,11.0,
45,46,amanda brownies lapis talas bogor kramat,https://food.grab.com/id/id/restaurant/amanda-brownies-lapis-talas-bogor-kramat-delivery/6-C3DJTTMBVUCDLX?,Jakarta,4.9,50116.27906976744,1500.0,177000.0,39376.88160277969,1,7.0,23.0,16.0,"['Pencuci Mulut', 'Roti & Kue']"
46,47,roti unyil jiw bread gambir,https://food.grab.com/id/id/restaurant/roti-unyil-jiw-bread-gambir-delivery/6-CY2XMB2ZWANXGN?,Jakarta,4.8,42935.48387096774,5000.0,120000.0,34860.02931898807,1,6.0,20.0,14.0,"['Cemilan', 'Roti & Kue', 'Sarapan']"
47,48,lets toast mnc kebon sirih,https://food.grab.com/id/id/restaurant/lets-toast-mnc-kebon-sirih-delivery/6-C2U1J64AVVMHCX?,Jakarta,4.5,28766.666666666668,5000.0,99000.0,17849.712104743376,1,7.0,20.0,13.0,"['Cemilan', 'Roti & Kue', 'Minuman']"
48,49,the harvest thamrin,https://food.grab.com/id/id/restaurant/the-harvest-thamrin-delivery/IDGFSTI00001y2j?,Jakarta,4.9,200864.8,14300.0,969100.0,211055.987770923,1,8.0,22.0,14.0,"['Roti & Kue', 'Pencuci Mulut']"
49,50,bakpau a satu grand indonesia west mall,https://food.grab.com/id/id/restaurant/bakpau-a-satu-grand-indonesia-west-mall-delivery/6-C35GGYLCDA62CE?,Jakarta,4.8,20818.18181818182,8000.0,50000.0,6798.638658092204,1,10.5,21.0,10.5,['Roti & Kue']
50,51,cinnabon grand indonesia,https://food.grab.com/id/id/restaurant/cinnabon-grand-indonesia-delivery/6-C3UAEA6CNP3APA?,Jakarta,4.9,130685.18518518518,3000.0,294000.0,97364.49730819144,1,10.0,21.5,11.5,['Roti & Kue']
51,52,dunkin donuts hayam wuruk,https://food.grab.com/id/id/restaurant/dunkin-donuts-hayam-wuruk-delivery/IDGFSTI00000cbt?,Jakarta,4.7,52272.0,5500.0,134200.0,27368.778123986463,1,7.0,21.0,14.0,"['Cemilan', 'Roti & Kue', 'Kopi']"
52,53,dapur cokelat menteng,https://food.grab.com/id/id/restaurant/dapur-cokelat-menteng-delivery/IDGFSTI00000se0?,Jakarta,4.8,142964.1377245509,7000.0,986000.0,191603.32018724893,1,8.0,21.0,13.0,"['Roti & Kue', 'Pencuci Mulut', 'Cemilan']"
53,54,first love patisserie plaza indonesia mall,https://food.grab.com/id/id/restaurant/first-love-patisserie-plaza-indonesia-mall-delivery/IDGFSTI00001qhv?,Jakarta,4.9,298121.9512195122,37000.0,598500.0,238554.6360819524,1,10.0,21.5,11.5,['Roti & Kue']
54,55,grace patisserie menteng,https://food.grab.com/id/id/restaurant/grace-patisserie-menteng-delivery/6-C3EAGKBGCNAETX?,Jakarta,5.0,97810.60606060606,12500.0,250000.0,62917.13918053643,1,10.0,21.0,11.0,['Roti & Kue']
55,56,kue ulang tahun anis johar baru,https://food.grab.com/id/id/restaurant/kue-ulang-tahun-anis-johar-baru-delivery/6-C2EACRCFJCJKGE?,Jakarta,4.5,132533.33333333334,83000.0,200000.0,33517.65040823848,1,7.0,23.98333333333333,16.983333333333334,['Roti & Kue']
56,57,kedai roti kobi thamrin,https://food.grab.com/id/id/restaurant/kedai-roti-kobi-thamrin-delivery/6-CYVZTP53VYKACX?,Jakarta,4.7,39814.28571428572,3000.0,160000.0,33543.27390833811,1,7.0,20.0,13.0,"['Roti & Kue', 'Cemilan', 'Kopi']"
57,58,dear butter croffle the boxxin kebon kelapa,https://food.grab.com/id/id/restaurant/dear-butter-croffle-the-boxxin-kebon-kelapa-delivery/6-C3DJEUNACB4YKE?,Jakarta,4.8,45368.42105263158,9000.0,138000.0,39585.13214554942,1,8.0,21.0,13.0,"['Kopi', 'Cemilan', 'Roti & Kue']"
58,59,breadlife ketapang,https://food.grab.com/id/id/restaurant/breadlife-ketapang-delivery/6-C3VZNUC3GKEYLX?,Jakarta,4.8,30777.26785714286,4500.0,290000.0,54216.31773901887,1,7.0,21.5,14.5,['Roti & Kue']
59,60,bakpao gaga kawangkoan petojo,https://food.grab.com/id/id/restaurant/bakpao-gaga-kawangkoan-petojo-delivery/6-C3MTEUJDSEWZJ2?,Jakarta,4.7,51301.38888888889,10000.0,192000.0,44843.58694102931,1,10.0,21.0,11.0,['Roti & Kue']
60,61,martabak 777 sb kebon kacang,https://food.grab.com/id/id/restaurant/martabak-777-sb-kebon-kacang-delivery/6-C3UYRAVGVEUFN6?,Jakarta,4.6,105932.43243243244,35000.0,197000.0,39691.53224456206,1,13.0,23.0,10.0,"['Martabak', 'Asli Indonesia 🇮🇩', 'Roti & Kue', 'Sarapan', 'Cemilan']"
61,62,nutriliv cideng,https://food.grab.com/id/id/restaurant/nutriliv-cideng-delivery/6-C2DZTZL2C2J2E2?,Jakarta,4.9,84318.18181818182,22500.0,165000.0,33256.08128070354,1,10.0,21.0,11.0,"['Makanan sehat', 'Roti & Kue', 'Aneka Nasi']"
62,63,king egg tart roti bakery and coffee kartini,https://food.grab.com/id/id/restaurant/king-egg-tart-roti-bakery-and-coffee-kartini-delivery/6-CZKHCY4VL2XFWE?,Jakarta,4.9,66808.33333333333,6500.0,136500.0,44207.945332887335,1,8.0,20.5,12.5,['Roti & Kue']
63,64,home made menara thamrin,https://food.grab.com/id/id/restaurant/home-made-menara-thamrin-delivery/6-C2CFLAXJA2DJTX?,Jakarta,4.8,40638.29787234042,1500.0,231250.0,48626.41568917578,1,10.0,21.0,11.0,['Roti & Kue']
64,65,kief bakery raden saleh,https://food.grab.com/id/id/restaurant/kief-bakery-raden-saleh-delivery/6-C3LAAZL2JT5VEN?,Jakarta,4.3,70046.875,1500.0,275000.0,81030.11683309099,1,8.0,22.0,14.0,['Roti & Kue']
65,66,chill n box by dapur cokelat sawah besar,https://food.grab.com/id/id/restaurant/chill-n-box-by-dapur-cokelat-sawah-besar-delivery/6-C3TDA7KDLJBZHE?,Jakarta,4.7,89468.18181818182,25000.0,660000.0,101811.00867589567,1,9.0,21.0,12.0,"['Roti & Kue', 'Pencuci Mulut', 'Cemilan']"
66,67,latre patisserie menteng,https://food.grab.com/id/id/restaurant/latre-patisserie-menteng-delivery/6-C252CGLTLKUERE?,Jakarta,4.8,39101.92307692308,9500.0,65000.0,9756.580429965745,1,8.0,21.0,13.0,['Roti & Kue']
67,68,union grand indonesia,https://food.grab.com/id/id/restaurant/union-grand-indonesia-delivery/IDGFSTI00002ylp?,Jakarta,4.9,131503.8961038961,10000.0,376200.0,73285.53203463556,1,10.0,21.0,11.0,"['International', 'Roti & Kue']"
68,69,bika ambon rica rico harmoniexchange hxc,https://food.grab.com/id/id/restaurant/bika-ambon-rica-rico-harmoniexchange-hxc-delivery/6-C3VHBE6TLKMZJE?,Jakarta,5.0,35300.0,3600.0,66000.0,17184.262826460985,1,10.0,21.0,11.0,['Roti & Kue']
69,70,tomaple plaza indonesia,https://food.grab.com/id/id/restaurant/tomaple-plaza-indonesia-delivery/6-C3BXRELTPF3UNJ?,Jakarta,4.8,41000.05555555556,1.0,185000.0,41589.20666667712,1,10.0,21.5,11.5,['Roti & Kue']
70,71,don bakeshop grand indonesia,https://food.grab.com/id/id/restaurant/don-bakeshop-grand-indonesia-delivery/6-C3C1VN33TEBDGA?,Jakarta,4.9,51138.25136612022,20000.0,162500.0,29931.191786345946,1,10.0,21.5,11.5,['Roti & Kue']
71,72,snug coffee tanjung duren,https://food.grab.com/id/id/restaurant/snug-coffee-tanjung-duren-delivery/6-C32JFEECFCJEVA?,Jakarta,4.9,55163.960396039605,6000.0,160550.0,34940.39445274313,1,7.0,21.0,14.0,"['Kopi', 'Cemilan', 'Minuman']"
72,73,ayam geprek gold chick kebon kacang,https://food.grab.com/id/id/restaurant/ayam-geprek-gold-chick-kebon-kacang-delivery/6-C2W3E34BEGEASA?,Jakarta,4.0,32928.5393258427,4990.0,134000.0,25658.157541573964,1,0.0,23.98333333333333,23.98333333333333,"['Ayam', 'Cemilan', 'Aneka Nasi']"
73,74,mcdonald s thamrin jaya,https://food.grab.com/id/id/restaurant/mcdonald-s-thamrin-jaya-delivery/6-C4BGN76ZTUCJJ2?,Jakarta,4.5,47130.0,9500.0,180000.0,31616.381829678103,1,0.0,23.98333333333333,23.98333333333333,"['Ayam', 'Cemilan', 'Kopi', 'Cepat Saji']"
74,75,burger king cideng jakarta,https://food.grab.com/id/id/restaurant/burger-king-cideng-jakarta-delivery/6-CYN3PFCFR4M2TN?,Jakarta,4.5,59262.69491525424,5000.0,254500.0,45076.74068581352,1,0.0,23.98333333333333,23.98333333333333,"['Ayam', 'Cemilan', 'Cepat Saji', 'Aneka Nasi']"
75,76,dimsum endut kwitang,https://food.grab.com/id/id/restaurant/dimsum-endut-kwitang-delivery/6-C22WGZBHFCLZRA?,Jakarta,4.9,32302.795,1500.0,73500.0,15812.83944214242,1,8.916666666666666,20.666666666666668,11.750000000000002,"['Ayam', 'Masakan Tiong Hwa', 'Cemilan']"
76,77,dapur mama kembar kota bambu utara,https://food.grab.com/id/id/restaurant/dapur-mama-kembar-kota-bambu-utara-delivery/6-C2ACL2BGG7E2FA?,Jakarta,4.7,19272.5,2500.0,137000.0,17376.38465705683,1,0.0,23.98333333333333,23.98333333333333,"['Ayam', 'Cemilan']"
77,78,pisang goreng pontianak zackhey kebon kacang,https://food.grab.com/id/id/restaurant/pisang-goreng-pontianak-zackhey-kebon-kacang-delivery/6-CYL1PBNYR4KYCA?,Jakarta,4.8,32666.666666666668,4000.0,120000.0,32894.61286526345,1,10.0,22.0,12.0,['Cemilan']
78,79,pisang goreng madu ny rikrik petojo selatan,https://food.grab.com/id/id/restaurant/pisang-goreng-madu-ny-rikrik-petojo-selatan-delivery/6-C24VC25KNGKAEE?,Jakarta,4.5,28263.157894736843,10000.0,149000.0,22156.957099801355,1,10.0,21.0,11.0,['Cemilan']
79,80,ayam geprek kambal kampung bali,https://food.grab.com/id/id/restaurant/ayam-geprek-kambal-kampung-bali-delivery/6-C3U1FFLWTAL2LN?,Jakarta,4.7,25383.33333333333,7500.0,42000.0,8348.982365291455,1,7.0,21.0,14.0,"['Ayam', 'Bakmi', 'Aneka Nasi', 'Cemilan']"
80,81,faasos kebab wrap menteng,https://food.grab.com/id/id/restaurant/faasos-kebab-wrap-menteng-delivery/6-C3TULYMJC7U1WA?,Jakarta,4.7,47558.09523809524,1000.0,135000.0,31788.937321880105,1,8.0,23.98333333333333,15.983333333333334,"['Cemilan', 'Aneka Nasi', 'Ayam', 'Cepat Saji']"
81,82,ayam geprek master cideng,https://food.grab.com/id/id/restaurant/ayam-geprek-master-cideng-delivery/6-CZEVAE6EAZLBCT?,Jakarta,4.5,26273.28244274809,5000.0,150000.0,19149.79849385733,1,10.0,21.0,11.0,"['Ayam', 'Aneka Nasi', 'Cemilan', 'Minuman']"
82,83,serabi solo jl sabang kebon sirih,https://food.grab.com/id/id/restaurant/serabi-solo-jl-sabang-kebon-sirih-delivery/6-CY6YEZNCET3KVJ?,Jakarta,4.9,16500.0,3500.0,65000.0,22263.037913610468,1,10.0,21.0,11.0,['Cemilan']
83,84,mangkokku rice bowl mid point,https://food.grab.com/id/id/restaurant/mangkokku-rice-bowl-mid-point-delivery/6-C2BWLJ6ULEJCV6?,Jakarta,4.8,53628.769230769234,5000.0,109900.0,27110.58886120497,1,10.0,21.0,11.0,"['Rice', 'Chicken', 'Beef', 'Snack']"
84,85,yoshinoya beef bowl atrium senen,https://food.grab.com/id/id/restaurant/yoshinoya-beef-bowl-atrium-senen-delivery/IDGFSTI00002ym2?,Jakarta,4.8,52937.93805309734,7000.0,218999.0,34838.11954382936,1,10.0,21.5,11.5,"['Kopi', 'Daging Sapi', 'Ayam', 'Masakan Jepang', 'Aneka Nasi']"
85,86,pisang goreng madu pasti menteng,https://food.grab.com/id/id/restaurant/pisang-goreng-madu-pasti-menteng-delivery/6-C3NTWF6TJEUKVX?,Jakarta,4.7,58125.0,1000.0,130000.0,43365.99330120319,1,10.0,21.0,11.0,"['Cemilan', 'Pencuci Mulut', 'Roti & Kue']"
86,87,ayam pusaka abadi petojo selatan,https://food.grab.com/id/id/restaurant/ayam-pusaka-abadi-petojo-selatan-delivery/6-CZEATCDDWETFDE?,Jakarta,4.7,42000.0,6000.0,72000.0,19976.45673109753,1,10.0,21.0,11.0,"['Ayam', 'Cepat Saji', 'Asli Indonesia 🇮🇩']"
87,88,batagor dan siomay davin pasar baru,https://food.grab.com/id/id/restaurant/batagor-dan-siomay-davin-pasar-baru-delivery/6-C2A3PCMEGK2AV2?,Jakarta,4.4,28190.47619047619,15000.0,90000.0,17535.32230512662,1,10.0,21.0,11.0,['Cemilan']
88,89,takoyaki tanaka san cideng,https://food.grab.com/id/id/restaurant/takoyaki-tanaka-san-cideng-delivery/IDGFSTI00001yxv?,Jakarta,4.6,27920.289855072464,14000.0,39500.0,7219.449971223467,1,10.0,21.0,11.0,"['Cemilan', 'Masakan Jepang']"
89,90,warung seblak kojay kota bambu utara,https://food.grab.com/id/id/restaurant/warung-seblak-kojay-kota-bambu-utara-delivery/6-C2UXAE2JJCNULX?,Jakarta,4.7,13192.913385826772,4000.0,27000.0,5326.374446143406,1,0.0,23.98333333333333,23.98333333333333,"['Asli Indonesia 🇮🇩', 'Cemilan']"
90,91,mr kang petojo utara,https://food.grab.com/id/id/restaurant/mr-kang-petojo-utara-delivery/6-C3UDN7U2TYUCCA?,Jakarta,4.8,54761.90476190476,43000.0,64000.0,5991.301328591087,1,10.0,21.0,11.0,"['Cemilan', 'Masakan Korea']"
91,92,bakso rusuk aulia putri gambir,https://food.grab.com/id/id/restaurant/bakso-rusuk-aulia-putri-gambir-delivery/6-C2UZRKMGEN5YE2?,Jakarta,4.4,23843.75,13000.0,59000.0,7440.847460975127,1,0.0,23.98333333333333,23.98333333333333,['Cemilan']
92,93,gamchi potato cheese bread thamrin,https://food.grab.com/id/id/restaurant/gamchi-potato-cheese-bread-thamrin-delivery/6-C4B1VVBXN3T3LJ?,Jakarta,4.7,42282.65217391304,1.0,82500.0,27830.682535661177,1,9.0,21.0,12.0,['Cemilan']
93,94,martabak pecenongan 78 kwitang kembang raya,https://food.grab.com/id/id/restaurant/martabak-pecenongan-78-kwitang-kembang-raya-delivery/6-CZDYNRMVVB5DAX?,Jakarta,4.8,110272.0,40000.0,202000.0,38301.20123442606,1,8.0,23.0,15.0,"['Martabak', 'Asli Indonesia 🇮🇩', 'Roti & Kue', 'Sarapan', 'Cemilan']"
94,95,mr ollie sarinah,https://food.grab.com/id/id/restaurant/mr-ollie-sarinah-delivery/6-C32XL7UTHFDFAJ?,Jakarta,4.9,87620.68965517242,5000.0,315000.0,85516.44882836302,1,10.0,21.75,11.75,"['Asli Indonesia 🇮🇩', 'Kopi', 'Cemilan']"
